"year","name","number","rank","notes"
2006,"Vincent",54,97,
2006,"Felix",51,100,
2007,"Jack",499,1,
2007,"James",369,2,
2007,"Joshua",366,3,
2007,"Daniel",351,4,
2007,"William",324,5,
2007,"Oliver",319,6,
2007,"Samuel",310,7,
2007,"Benjamin",308,8,
2007,"Ethan",297,9,
2007,"Ryan",296,10,
2007,"Jacob",294,11,
2007,"Liam",284,12,
2007,"Thomas",274,13,
2007,"Lucas",263,14,
2007,"Luke",260,15,
2007,"Noah",260,15,
2007,"Riley",250,17,
2007,"Jayden",248,18,
2007,"Matthew",231,19,
2007,"Alexander",211,20,
2007,"Hunter",208,21,
2007,"Dylan",207,22,
2007,"Blake",205,23,
2007,"Max",198,24,
2007,"Caleb",197,25,
2007,"Lachlan",196,26,
2007,"Logan",185,27,
2007,"Connor",179,28,
2007,"Tyler",176,29,
2007,"Joseph",172,30,
2007,"Cameron",167,31,
2007,"George",161,32,
2007,"Charlie",157,33,
2007,"Nathan",143,34,
2007,"Alex",142,35,
2007,"Finn",142,35,
2007,"Isaac",137,37,
2007,"Harrison",134,38,
2007,"Michael",134,38,
2007,"Harry",131,40,
2007,"Ashton",128,41,
2007,"Cooper",126,42,
2007,"Jordan",120,43,
2007,"Jackson",119,44,
2007,"Jake",119,44,
2007,"Levi",112,46,
2007,"Oscar",111,47,
2007,"Toby",110,48,
2007,"Henry",108,49,
2007,"Flynn",105,50,
2007,"Luca",102,51,
2007,"Cody",101,52,
2007,"David",100,53,
2007,"Mason",100,53,
2007,"Elijah",98,55,
2007,"Ben",97,56,
2007,"Jamie",94,57,
2007,"Leo",94,57,
2007,"Sam",90,59,
2007,"Xavier",88,60,
2007,"John",85,61,
2007,"Jesse",84,62,
2007,"Troy",83,63,
2007,"Joel",82,64,
2007,"Nicholas",82,64,
2007,"Sebastian",82,64,
2007,"Seth",82,64,
2007,"Angus",81,68,
2007,"Zachary",78,69,
2007,"Hamish",77,70,
2007,"Kingston",77,70,
2007,"Charles",76,72,
2007,"Christopher",76,72,
2007,"Adam",75,74,
2007,"Bailey",75,74,
2007,"Callum",74,76,
2007,"Lukas",70,77,
2007,"Aaron",68,78,
2007,"Reuben",68,78,
2007,"Taylor",67,80,
2007,"Hayden",66,81,
2007,"Robert",66,81,
2007,"Sean",66,81,
2007,"Andrew",64,84,
2007,"Dominic",64,84,
2007,"Isaiah",62,86,
2007,"Patrick",62,86,
2007,"Phoenix",62,86,
2007,"Christian",61,89,
2007,"Gabriel",61,89,
2007,"Jonathan",61,89,
2007,"Louis",60,92,
2007,"Lincoln",59,93,
2007,"Peter",59,93,
2007,"Luka",58,95,
2007,"Austin",56,96,
2007,"Aidan",55,97,
2007,"Carter",54,98,
2007,"Vincent",54,98,
2007,"Brooklyn",53,100,
2008,"Jack",449,1,
2008,"James",378,2,
2008,"William",352,3,
2008,"Samuel",346,4,
2008,"Joshua",332,5,
2008,"Riley",328,6,
2008,"Liam",302,7,
2008,"Oliver",300,8,
2008,"Benjamin",290,9,
2008,"Daniel",286,10,
2008,"Thomas",268,11,
2008,"Jacob",266,12,
2008,"Ethan",250,13,
2008,"Jayden",250,13,
2008,"Noah",249,15,
2008,"Ryan",238,16,
2008,"Lucas",233,17,
2008,"Luke",227,18,
2008,"Max",223,19,
2008,"Hunter",222,20,
2008,"Matthew",216,21,
2008,"Lachlan",203,22,
2008,"Alexander",201,23,
2008,"Dylan",198,24,
2008,"Connor",184,25,
2008,"Blake",182,26,
2008,"Tyler",172,27,
2008,"Caleb",167,28,
2008,"Charlie",160,29,
2008,"George",155,30,
2008,"Joseph",150,31,
2008,"Cooper",149,32,
2008,"Nathan",143,33,
2008,"Logan",139,34,
2008,"Alex",135,35,
2008,"Cameron",133,36,
2008,"Michael",132,37,
2008,"Harrison",131,38,
2008,"Isaac",123,39,
2008,"Jackson",120,40,
2008,"Toby",116,41,
2008,"Jordan",114,42,
2008,"Xavier",114,42,
2008,"Levi",113,44,
2008,"Harry",112,45,
2008,"Jake",112,45,
2008,"Ashton",111,47,
2008,"Finn",108,48,
2008,"Jesse",106,49,
2008,"Oscar",102,50,
2008,"Elijah",100,51,
2008,"Leo",99,52,
2008,"Cody",98,53,
2008,"John",98,53,
2008,"Luca",96,55,
2008,"Mason",96,55,
2008,"Aidan",92,57,
2008,"Charles",92,57,
2008,"Flynn",92,57,
2008,"Henry",92,57,
2008,"Kingston",91,61,
2008,"Jamie",89,62,
2008,"Adam",87,63,
2008,"David",86,64,
2008,"Joel",84,65,
2008,"Reuben",79,66,
2008,"Aaron",77,67,
2008,"Bailey",76,68,
2008,"Lincoln",76,68,
2008,"Nicholas",76,68,
2008,"Sam",75,71,
2008,"Christian",73,72,
2008,"Seth",72,73,
2008,"Andrew",71,74,
2008,"Carter",71,74,
2008,"Sebastian",71,74,
2008,"Angus",70,77,
2008,"Ben",70,77,
2008,"Troy",70,77,
2008,"Zachary",69,80,
2008,"Edward",68,81,
2008,"Robert",67,82,
2008,"Hamish",66,83,
2008,"Dominic",65,84,
2008,"Isaiah",65,84,
2008,"Phoenix",64,86,
2008,"Brooklyn",63,87,
2008,"Archie",62,88,
2008,"Callum",62,88,
2008,"Kyle",62,88,
2008,"Luka",61,91,
2008,"Hayden",60,92,
2008,"Christopher",59,93,
2008,"Felix",59,93,
2008,"Quinn",59,93,
2008,"Cole",57,96,
2008,"Aiden",56,97,
2008,"Gabriel",55,98,
2008,"Leon",55,98,
2008,"Marcus",55,98,
2009,"Jack",345,1,
2009,"Oliver",342,2,
2009,"James",337,3,
2009,"Joshua",327,4,
2009,"William",326,5,
2009,"Samuel",313,6,
2009,"Liam",312,7,
2009,"Benjamin",285,8,
2009,"Daniel",265,9,
2009,"Thomas",254,10,
2009,"Lucas",254,10,
2009,"Riley",253,12,
2009,"Ryan",247,13,
2009,"Ethan",246,14,
2009,"Jacob",242,15,
2009,"Noah",239,16,
2009,"Hunter",221,17,
2009,"Max",212,18,
2009,"Alexander",209,19,
2009,"Jayden",208,20,
2009,"Connor",199,21,
2009,"Matthew",196,22,
2009,"Cooper",190,23,
2009,"Tyler",185,24,
2009,"Blake",180,25,
2009,"Isaac",179,26,
2009,"Dylan",177,27,
2009,"Lachlan",171,28,
2009,"Luke",171,28,
2009,"Logan",164,30,
2009,"Caleb",159,31,
2009,"Joseph",152,32,
2009,"Charlie",151,33,
2009,"Xavier",147,34,
2009,"George",146,35,
2009,"Levi",143,36,
2009,"Jackson",137,37,
2009,"Nathan",130,38,
2009,"Michael",121,39,
2009,"Oscar",121,39,
2009,"Harry",119,41,
2009,"Harrison",118,42,
2009,"Toby",118,42,
2009,"Alex",112,44,
2009,"Jake",102,45,
2009,"Jesse",102,45,
2009,"Cameron",102,45,
2009,"Leo",99,48,
2009,"Ashton",95,49,
2009,"Finn",94,50,
2009,"Jordan",89,51,
2009,"Luca",87,52,
2009,"Jamie",84,53,
2009,"Mason",84,53,
2009,"Cody",83,55,
2009,"Sam",83,55,
2009,"John",81,57,
2009,"Elijah",81,57,
2009,"Seth",81,57,
2009,"David",81,57,
2009,"Henry",80,61,
2009,"Aidan",79,62,
2009,"Zachary",79,62,
2009,"Kingston",77,64,
2009,"Joel",77,64,
2009,"Angus",76,66,
2009,"Flynn",76,66,
2009,"Carter",75,68,
2009,"Charles",73,69,
2009,"Lincoln",73,69,
2009,"Sebastian",72,71,
2009,"Hamish",72,71,
2009,"Aiden",71,73,
2009,"Nicholas",71,73,
2009,"Reuben",69,75,
2009,"Phoenix",67,76,
2009,"Adam",67,76,
2009,"Callum",67,76,
2009,"Quinn",66,79,
2009,"Ben",66,79,
2009,"Gabriel",66,79,
2009,"Hayden",65,82,
2009,"Felix",63,83,
2009,"Tyson",63,83,
2009,"Mitchell",63,83,
2009,"Ryder",61,86,
2009,"Cole",60,87,
2009,"Christian",59,88,
2009,"Zion",59,88,
2009,"Chase",58,90,
2009,"Edward",58,90,
2009,"Andrew",56,92,
2009,"Roman",56,92,
2009,"Troy",56,92,
2009,"Austin",55,95,
2009,"Tristan",55,95,
2009,"Christopher",54,97,
2009,"Louis",54,97,
2009,"Brooklyn",54,97,
2009,"Hugo",53,100,
2010,"Liam",374,1,
2010,"James",333,2,
2010,"Oliver",327,3,
2010,"Jack",325,4,
2010,"William",320,5,
2010,"Joshua",298,6,
2010,"Benjamin",286,7,
2010,"Jacob",285,8,
2010,"Samuel",282,9,
2010,"Lucas",271,10,
2010,"Thomas",269,11,
2010,"Ryan",262,12,
2010,"Noah",262,12,
2010,"Ethan",259,14,
2010,"Cooper",236,15,
2010,"Daniel",233,16,
2010,"Isaac",233,16,
2010,"Max",229,18,
2010,"Tyler",205,19,
2010,"Alexander",204,20,
2010,"Riley",204,20,
2010,"Blake",203,22,
2010,"Lachlan",197,23,
2010,"Luke",191,24,
2010,"Hunter",187,25,
2010,"Charlie",185,26,
2010,"Connor",177,27,
2010,"Caleb",174,28,
2010,"Xavier",174,28,
2010,"Dylan",172,30,
2010,"Jayden",164,31,
2010,"Mason",162,32,
2010,"Levi",162,32,
2010,"Matthew",156,34,
2010,"Logan",153,35,
2010,"Joseph",147,36,
2010,"George",142,37,
2010,"Nathan",136,38,
2010,"Cameron",132,39,
2010,"Oscar",125,40,
2010,"Harry",123,41,
2010,"Leo",121,42,
2010,"Jackson",120,43,
2010,"Finn",118,44,
2010,"Harrison",115,45,
2010,"Jake",114,46,
2010,"Michael",112,47,
2010,"Alex",105,48,
2010,"Zachary",104,49,
2010,"Luca",102,50,
2010,"Toby",99,51,
2010,"Elijah",98,52,
2010,"Angus",95,53,
2010,"Kingston",94,54,
2010,"Ashton",94,54,
2010,"John",91,56,
2010,"Carter",90,57,
2010,"Cody",88,58,
2010,"Eli",88,58,
2010,"Jesse",87,60,
2010,"David",86,61,
2010,"Henry",86,61,
2010,"Quinn",83,63,
2010,"Jordan",80,64,
2010,"Adam",80,64,
2010,"Charles",80,64,
2010,"Ryder",77,67,
2010,"Aiden",77,67,
2010,"Seth",74,69,
2010,"Aaron",74,69,
2010,"Flynn",73,71,
2010,"Edward",72,72,
2010,"Phoenix",70,73,
2010,"Lincoln",70,73,
2010,"Nicholas",69,75,
2010,"Aidan",69,75,
2010,"Sam",68,77,
2010,"Marcus",68,77,
2010,"Brooklyn",64,79,
2010,"Chase",64,79,
2010,"Joel",64,79,
2010,"Christian",64,79,
2010,"Archie",63,83,
2010,"Dominic",62,84,
2010,"Patrick",62,84,
2010,"Reuben",61,86,
2010,"Sebastian",61,86,
2010,"Taylor",60,88,
2010,"Fletcher",60,88,
2010,"Louis",60,88,
2010,"Robert",59,91,
2010,"Sione",58,92,
2010,"Tyson",58,92,
2010,"Mitchell",57,94,
2010,"Gabriel",57,94,
2010,"Leon",57,94,
2010,"Maxwell",56,97,
2010,"Felix",56,97,
2010,"Ben",56,97,
2010,"Lewis",56,97,
2011,"Liam",315,1,
2011,"Joshua",292,2,
2011,"Oliver",286,3,
2011,"Lucas",279,4,
2011,"William",272,5,
2011,"Noah",271,6,
2011,"Samuel",266,7,
2011,"James",264,8,
2011,"Benjamin",250,9,
2011,"Jack",244,10,
2011,"Jacob",239,11,
2011,"Ryan",231,12,
2011,"Cooper",231,12,
2011,"Hunter",225,14,
2011,"Mason",220,15,
2011,"Ethan",215,16,
2011,"Daniel",214,17,
2011,"Max",214,17,
2011,"Thomas",210,19,
2011,"Lachlan",189,20,
2011,"Isaac",185,21,
2011,"Riley",185,21,
2011,"Levi",183,23,
2011,"Blake",181,24,
2011,"Jayden",179,25,
2011,"Luke",178,26,
2011,"Charlie",176,27,
2011,"Alexander",174,28,
2011,"Tyler",168,29,
2011,"George",156,30,
2011,"Connor",156,30,
2011,"Xavier",154,32,
2011,"Jackson",152,33,
2011,"Elijah",151,34,
2011,"Eli",141,35,
2011,"Leo",139,36,
2011,"Logan",139,36,
2011,"Caleb",138,38,
2011,"Dylan",136,39,
2011,"Matthew",131,40,
2011,"Harry",128,41,
2011,"Luca",125,42,
2011,"Finn",122,43,
2011,"Joseph",120,44,
2011,"Nathan",119,45,
2011,"Jake",119,45,
2011,"Oscar",116,47,
2011,"Alex",114,48,
2011,"Cameron",109,49,
2011,"Aiden",106,50,
2011,"Harrison",105,51,
2011,"Henry",103,52,
2011,"Carter",103,52,
2011,"Michael",98,54,
2011,"Toby",96,55,
2011,"Flynn",87,56,
2011,"Ashton",86,57,
2011,"Jaxon",82,58,
2011,"David",79,59,
2011,"Felix",79,59,
2011,"Zachary",78,61,
2011,"John",76,62,
2011,"Jordan",75,63,
2011,"Austin",75,63,
2011,"Sam",74,65,
2011,"Angus",72,66,
2011,"Phoenix",71,67,
2011,"Louis",71,67,
2011,"Jesse",70,69,
2011,"Adam",68,70,
2011,"Cody",68,70,
2011,"Archie",67,72,
2011,"Charles",66,73,
2011,"Ryder",65,74,
2011,"Aidan",61,75,
2011,"Andrew",61,75,
2011,"Christian",59,77,
2011,"Kingston",59,77,
2011,"Ben",58,79,
2011,"Quinn",58,79,
2011,"Nathaniel",58,79,
2011,"Sebastian",57,82,
2011,"Lincoln",57,82,
2011,"Seth",56,84,
2011,"Edward",56,84,
2011,"Marcus",56,84,
2011,"Fletcher",56,84,
2011,"Robert",55,88,
2011,"Maxwell",54,89,
2011,"Zac",54,89,
2011,"Zion",54,89,
2011,"Tyson",53,92,
2011,"Jamie",53,92,
2011,"Nicholas",53,92,
2011,"Cruz",52,95,
2011,"Chase",52,95,
2011,"Christopher",51,97,
2011,"Declan",50,98,
2011,"Patrick",50,98,
2011,"Roman",50,98,
2012,"Jack",374,1,
2012,"Oliver",321,2,
2012,"William",317,3,
2012,"Liam",290,4,
2012,"Mason",271,5,
2012,"Samuel",258,6,
2012,"Jacob",256,7,
2012,"Lucas",255,8,
2012,"Ethan",255,8,
2012,"Noah",254,10,
2012,"James",253,11,
2012,"Cooper",226,12,
2012,"Daniel",222,13,
2012,"Blake",209,14,
2012,"Benjamin",208,15,
2012,"Joshua",208,15,
2012,"Max",205,17,
2012,"Thomas",199,18,
2012,"Ryan",193,19,
2012,"Charlie",183,20,
2012,"Jayden",180,21,
2012,"Hunter",180,21,
2012,"Leo",176,23,
2012,"Tyler",171,24,
2012,"Alexander",169,25,
2012,"George",166,26,
2012,"Jackson",166,26,
2012,"Braxton",161,28,
2012,"Elijah",160,29,
2012,"Lachlan",160,29,
2012,"Isaac",157,31,
2012,"Levi",154,32,
2012,"Connor",154,32,
2012,"Riley",144,34,
2012,"Xavier",136,35,
2012,"Matthew",135,36,
2012,"Harry",135,36,
2012,"Luke",134,38,
2012,"Eli",129,39,
2012,"Caleb",129,39,
2012,"Nathan",126,41,
2012,"Oscar",124,42,
2012,"Carter",124,42,
2012,"Dylan",117,44,
2012,"Joseph",117,44,
2012,"Logan",112,46,
2012,"Finn",108,47,
2012,"Harrison",106,48,
2012,"Henry",106,48,
2012,"Jake",103,50,
2012,"Ryder",99,51,
2012,"Toby",99,51,
2012,"Michael",93,53,
2012,"Austin",87,54,
2012,"Luca",87,54,
2012,"John",87,54,
2012,"Phoenix",86,57,
2012,"Alex",86,57,
2012,"Zachary",84,59,
2012,"Flynn",84,59,
2012,"Jaxon",84,59,
2012,"Angus",80,62,
2012,"Jordan",80,62,
2012,"Charles",78,64,
2012,"Quinn",78,64,
2012,"David",78,64,
2012,"Felix",77,67,
2012,"Archie",77,67,
2012,"Ashton",77,67,
2012,"Edward",76,70,
2012,"Hugo",73,71,
2012,"Cameron",70,72,
2012,"Aiden",68,73,
2012,"Sam",66,74,
2012,"Louis",64,75,
2012,"Joel",63,76,
2012,"Kayden",63,76,
2012,"Kingston",61,78,
2012,"Nathaniel",60,79,
2012,"Robert",60,79,
2012,"Lincoln",60,79,
2012,"Beau",59,82,
2012,"Adam",58,83,
2012,"Jasper",57,84,
2012,"Tyson",57,84,
2012,"Dominic",57,84,
2012,"Zac",57,84,
2012,"Hayden",56,88,
2012,"Fletcher",56,88,
2012,"Sebastian",53,90,
2012,"Aaron",52,91,
2012,"Israel",52,91,
2012,"Marcus",51,93,
2012,"Aidan",51,93,
2012,"Asher",50,95,
2012,"Zion",50,95,
2012,"Patrick",49,97,
2012,"Leon",49,97,
2012,"Christopher",48,99,
2012,"Nate",48,99,
2013,"Oliver",307,1,
2013,"Jack",301,2,
2013,"James",279,3,
2013,"William",267,4,
2013,"Mason",262,5,
2013,"Liam",254,6,
2013,"Samuel",249,7,
2013,"Lucas",247,8,
2013,"Noah",238,9,
2013,"Thomas",214,10,
2013,"Hunter",214,10,
2013,"Ethan",208,12,
2013,"Jacob",207,13,
2013,"Benjamin",206,14,
2013,"Daniel",205,15,
2013,"Max",203,16,
2013,"Joshua",201,17,
2013,"Ryan",199,18,
2013,"Cooper",194,19,
2013,"Blake",182,20,
2013,"Lachlan",180,21,
2013,"Charlie",173,22,
2013,"Levi",162,23,
2013,"Leo",159,24,
2013,"Elijah",157,25,
2013,"Jackson",156,26,
2013,"Jayden",155,27,
2013,"Alexander",155,27,
2013,"Braxton",147,29,
2013,"Riley",144,30,
2013,"Luke",144,30,
2013,"Isaac",143,32,
2013,"Tyler",138,33,
2013,"Oscar",138,33,
2013,"George",137,35,
2013,"Henry",130,36,
2013,"Nathan",130,36,
2013,"Caleb",130,36,
2013,"Eli",123,39,
2013,"Harry",123,39,
2013,"Carter",121,41,
2013,"Joseph",119,42,
2013,"Connor",116,43,
2013,"Harrison",116,43,
2013,"Finn",104,45,
2013,"Toby",102,46,
2013,"Jaxon",101,47,
2013,"Flynn",100,48,
2013,"Logan",99,49,
2013,"Dylan",94,50,
2013,"Xavier",90,51,
2013,"Jake",89,52,
2013,"Matthew",87,53,
2013,"Luca",86,54,
2013,"Alex",85,55,
2013,"Zachary",80,56,
2013,"Archie",80,56,
2013,"Sebastian",79,58,
2013,"Charles",78,59,
2013,"John",76,60,
2013,"Austin",75,61,
2013,"Cameron",75,61,
2013,"Louis",75,61,
2013,"Ryder",74,64,
2013,"Michael",74,64,
2013,"David",73,66,
2013,"Hugo",71,67,
2013,"Fletcher",71,67,
2013,"Edward",70,69,
2013,"Lincoln",69,70,
2013,"Adam",67,71,
2013,"Jordan",67,71,
2013,"Felix",65,73,
2013,"Jesse",64,74,
2013,"Andrew",63,75,
2013,"Ashton",63,75,
2013,"Aiden",63,75,
2013,"Maxwell",62,78,
2013,"Joel",61,79,
2013,"Patrick",60,80,
2013,"Beau",60,80,
2013,"Sam",58,82,
2013,"Phoenix",58,82,
2013,"Declan",58,82,
2013,"Arlo",57,85,
2013,"Kingston",57,85,
2013,"Theodore",57,85,
2013,"Jonathan",56,88,
2013,"Aaron",55,89,
2013,"Marcus",55,89,
2013,"Angus",54,91,
2013,"Aidan",53,92,
2013,"Isaiah",53,92,
2013,"Roman",53,92,
2013,"Archer",52,95,
2013,"Christian",52,95,
2013,"Gabriel",51,97,
2013,"Vincent",51,97,
2013,"Tyson",50,99,
2013,"Dominic",50,99,
2014,"Oliver",313,1,
2014,"Jack",265,2,
2014,"James",255,3,
2014,"Mason",244,4,
2014,"Liam",241,5,
2014,"William",234,6,
2014,"Noah",231,7,
2014,"Lucas",228,8,
2014,"Benjamin",207,9,
2014,"Jacob",202,10,
2014,"Ethan",198,11,
2014,"Hunter",194,12,
2014,"Alexander",190,13,
2014,"Samuel",188,14,
2014,"Charlie",186,15,
2014,"Max",178,16,
2014,"Ryan",172,17,
2014,"Thomas",169,18,
2014,"Cooper",162,19,
2014,"Daniel",155,20,
2014,"Jackson",154,21,
2014,"Levi",153,22,
2014,"Leo",151,23,
2014,"Braxton",148,24,
2014,"George",144,25,
2014,"Elijah",142,26,
2014,"Lachlan",139,27,
2014,"Isaac",139,27,
2014,"Joshua",138,29,
2014,"Oscar",136,30,
2014,"Henry",136,30,
2014,"Blake",135,32,
2014,"Jayden",126,33,
2014,"Carter",125,34,
2014,"Luke",121,35,
2014,"Harry",121,35,
2014,"Matthew",116,37,
2014,"Connor",116,37,
2014,"Luca",111,39,
2014,"Eli",111,39,
2014,"Harrison",110,41,
2014,"Riley",100,42,
2014,"Joseph",98,43,
2014,"Caleb",97,44,
2014,"Toby",94,45,
2014,"Ryder",94,45,
2014,"Tyler",93,47,
2014,"Flynn",90,48,
2014,"Xavier",88,49,
2014,"Jaxon",85,50,
2014,"Dylan",85,50,
2014,"Nathan",83,52,
2014,"Archie",82,53,
2014,"Logan",80,54,
2014,"Arlo",80,54,
2014,"Michael",79,56,
2014,"Jordan",78,57,
2014,"Finn",77,58,
2014,"Sebastian",75,59,
2014,"Lincoln",75,59,
2014,"Zachary",74,61,
2014,"Louis",72,62,
2014,"Theodore",71,63,
2014,"Roman",70,64,
2014,"Fletcher",70,64,
2014,"Aiden",68,66,
2014,"Felix",68,66,
2014,"David",67,68,
2014,"Ashton",67,68,
2014,"Archer",64,70,
2014,"Adam",62,71,
2014,"Edward",62,71,
2014,"Beau",62,71,
2014,"Hugo",61,74,
2014,"Grayson",60,75,
2014,"Alex",60,75,
2014,"Cameron",60,75,
2014,"Austin",59,78,
2014,"Patrick",58,79,
2014,"Jake",58,79,
2014,"Aaron",58,79,
2014,"Charles",57,82,
2014,"Nixon",54,83,
2014,"Angus",54,83,
2014,"Jasper",52,85,
2014,"John",51,86,
2014,"Hudson",51,86,
2014,"Ezra",51,86,
2014,"Theo",50,89,
2014,"Marcus",50,89,
2014,"Nathaniel",50,89,
2014,"Asher",49,92,
2014,"Quinn",48,93,
2014,"Harley",48,93,
2014,"Vincent",47,95,
2014,"Phoenix",47,95,
2014,"Cohen",47,95,
2014,"Arthur",46,98,
2014,"Aidan",45,99,
2014,"Lewis",44,100,
